0.19,76.08
1.49,76.11
0.37,76.12
0.99,76.14
0.50,76.14
0.62,76.15
0.00,76.15
0.00,76.15
1.24,76.15
1.73,76.13
0.19,74.54
0.62,74.53
0.87,74.53
0.00,74.53
0.87,76.07
1.49,76.15
0.74,76.17
0.49,76.14
0.00,76.14
0.99,76.11
0.19,76.26
1.12,76.24
0.74,76.25
0.75,76.25
0.25,76.25
0.99,76.29
0.49,76.29
0.37,76.29
0.86,76.28
0.00,76.28
0.19,76.23
1.24,76.24
0.37,76.26
0.50,76.26
0.25,76.27
0.74,76.28
0.62,76.27
0.00,76.27
1.12,76.27
1.50,76.26
0.19,76.60
0.13,76.61
0.50,76.58
1.12,76.59
0.25,76.57
0.50,76.59
0.25,76.59
1.35,76.58
0.37,76.59
0.49,76.59
0.19,76.52
1.23,76.52
1.49,76.52
0.50,76.52
0.12,76.52
1.24,76.53
0.49,76.53
0.73,76.52
0.49,76.50
0.62,76.52
0.19,75.26
0.62,75.26
1.75,75.24
1.88,75.25
2.01,75.21
0.86,75.22
1.60,75.19
0.12,75.30
0.49,75.29
1.24,75.29
0.19,75.34
0.75,75.34
1.74,75.33
0.25,75.33
0.25,75.33
0.87,75.31
0.62,75.31
1.36,75.33
0.12,75.33
1.00,75.32
0.19,75.31
0.75,75.32
0.50,75.33
1.37,75.33
0.12,75.33
0.99,75.33
0.12,75.33
1.36,75.32
0.25,75.32
0.25,75.32
0.19,75.35
1.98,75.33
0.13,75.33
1.24,75.34
0.62,75.34
0.75,75.35
0.49,75.35
0.25,75.35
0.50,75.35
0.37,75.34
0.19,75.32
0.62,75.29
1.23,75.29
0.37,75.29
1.50,75.31
0.12,75.31
1.12,75.29
0.37,75.30
0.37,75.30
1.37,75.28
0.19,75.39
1.61,75.38
0.36,75.39
1.73,75.38
0.12,75.38
0.38,75.38
0.99,75.36
0.49,75.36
0.86,75.42
0.37,75.42
0.19,75.54
0.12,75.54
1.12,75.55
0.00,75.56
0.12,75.56
0.74,75.59
0.62,75.56
1.00,75.59
0.00,75.59
0.87,75.60
0.19,75.59
1.00,75.57
0.37,75.59
1.06,75.60
0.00,75.60
0.25,75.60
1.24,75.59
0.25,75.60
0.99,75.59
0.25,75.60
0.19,75.61
0.50,75.60
0.50,75.61
1.37,75.57
0.37,75.57
0.75,75.57
0.00,75.58
1.23,75.56
0.38,75.53
1.23,75.55
0.19,75.58
0.62,75.59
0.62,75.58
1.36,75.59
0.12,75.59
0.99,75.58
0.49,75.58
1.24,75.58
0.37,75.56
0.25,75.59
0.19,75.62
1.36,75.68
0.00,75.68
1.23,75.69
0.25,75.69
1.00,75.67
0.50,75.67
0.50,75.68
1.23,75.66
0.49,75.66
0.19,75.85
0.87,75.81
0.25,75.81
1.36,75.79
0.38,75.79
0.38,75.79
0.37,75.81
1.12,75.80
0.25,75.80
0.00,75.80
0.19,75.68
1.37,75.66
0.25,75.66
1.11,75.66
0.37,75.66
1.12,75.66
0.62,75.66
0.50,75.66
0.50,75.67
0.12,75.67
0.19,75.64
0.25,75.60
0.25,75.61
1.25,75.61
0.25,75.62
0.75,75.63
0.62,75.63
0.62,75.62
0.25,75.62
0.74,75.63
0.21,68.93
0.50,68.88
0.99,68.89
1.61,68.89
0.12,68.89
0.75,68.91
0.25,68.89
1.37,68.91
0.00,68.92
1.12,68.92
0.21,68.63
1.25,68.58
0.25,68.58
0.62,68.63
0.49,68.63
1.11,68.62
0.37,68.63
0.12,68.63
0.50,68.62
0.12,68.60
0.21,68.61
1.00,68.56
0.74,68.56
0.75,68.56
0.12,68.57
0.00,68.57
0.75,68.57
0.50,68.58
0.87,68.59
0.12,68.59
0.21,68.39
1.62,68.34
0.25,68.34
0.62,68.36
1.00,68.36
0.00,68.36
0.87,68.36
0.25,68.36
1.00,68.37
0.25,68.38
0.21,68.32
0.75,68.29
0.13,68.29
1.12,68.29
0.49,68.29
1.12,68.29
0.25,68.29
1.12,68.30
0.12,68.30
0.62,68.36
0.22,68.30
0.62,68.27
1.00,68.28
0.12,68.28
0.37,68.28
1.12,68.32
0.87,68.31
0.99,68.30
0.87,68.26
0.37,68.28
0.25,68.29
0.86,68.31
0.50,68.31
1.23,68.31
0.37,68.31
0.75,68.29
0.12,68.29
1.25,68.34
0.12,68.34
0.62,68.34
0.22,68.36
0.37,68.30
0.50,68.34
0.13,68.35
1.25,68.33
0.25,68.33
0.62,68.34
0.50,68.34
0.50,68.34
0.12,68.34
1.61,68.31
0.62,68.31
0.37,68.33
0.00,68.32
0.75,68.34
0.25,68.32
0.87,68.32
0.75,68.33
0.62,68.32
0.25,68.32
0.22,68.19
1.25,68.17
0.62,68.18
1.00,68.19
1.12,68.17
1.00,68.17
0.62,68.17
0.99,68.19
0.12,68.19
0.63,68.18
0.25,68.17
0.87,68.19
0.00,68.19
0.50,68.18
1.12,68.18
0.12,68.21
1.61,68.22
0.50,68.22
0.87,68.24
0.37,68.24
0.22,68.52
0.38,68.47
1.12,68.45
0.12,68.46
0.87,68.43
0.37,68.46
0.50,68.45
0.75,68.43
0.50,68.43
0.62,68.44
0.12,68.44
1.49,68.42
0.74,68.42
0.87,68.40
0.25,68.39
0.75,68.40
0.62,68.39
1.48,68.42
0.25,68.42
1.12,68.42
1.79,84.06
0.75,84.04
0.50,84.04
1.38,84.03
0.49,84.03
0.99,84.03
0.37,84.03
0.62,84.03
0.00,84.03
0.37,84.04
0.50,84.05
0.62,84.06
0.12,84.06
0.50,84.06
0.25,84.06
1.00,84.05
1.11,84.07
0.87,84.06
0.00,84.06
0.37,84.05
1.64,84.05
0.87,84.02
0.75,83.98
1.86,84.02
0.37,84.01
1.12,84.00
0.37,84.00
0.62,84.00
0.12,83.99
0.87,84.00
0.50,83.99
0.87,83.98
0.00,83.98
0.87,83.97
0.25,83.99
1.12,83.97
0.50,83.97
0.87,83.97
0.37,83.97
0.62,83.95
0.92,83.65
0.62,83.66
1.12,83.65
0.80,83.62
1.12,83.64
1.00,83.61
0.13,83.62
0.62,83.61
0.00,83.60
0.79,83.60
0.50,83.62
0.00,83.59
0.75,83.60
0.99,83.60
0.62,83.62
0.12,83.62
0.87,83.59
0.38,83.58
0.62,83.57
0.50,83.57
1.36,83.58
0.25,83.57
0.37,83.57
0.37,83.57
1.12,83.57
0.25,83.57
1.00,83.57
0.50,83.58
0.37,83.58
1.36,83.60
0.62,83.58
0.99,83.60
0.50,83.61
0.62,83.61
0.77,83.54
0.50,83.53
2.72,83.53
1.12,83.54
1.86,83.55
0.00,83.55
1.25,83.56
0.62,83.56
1.12,83.55
0.37,83.56
0.87,83.55
0.62,83.55
0.74,83.55
0.75,83.54
0.12,83.54
0.87,83.57
0.37,83.57
1.11,83.60
0.37,83.61
0.87,83.58
0.37,83.58
1.00,83.58
0.50,83.59
0.88,83.60
0.62,83.61
0.75,83.61
0.37,83.60
0.75,83.59
0.62,83.56
1.12,83.59
0.60,83.66
0.12,83.67
0.60,83.63
0.57,83.51
1.12,83.48
0.37,83.45
1.74,83.49
0.62,83.49
0.50,83.50
0.25,83.50
1.12,83.49
0.75,83.48
1.12,83.48
0.74,83.47
0.74,83.47
0.37,83.46
0.75,83.49
0.87,83.49
1.12,83.50
0.37,83.50
0.87,83.52
0.62,83.52
0.87,83.53
0.12,83.53
1.48,83.54
0.25,83.52
0.99,83.54
0.62,83.55
0.62,83.52
0.25,83.53
0.50,83.52
0.50,83.52
0.99,83.52
0.37,83.53
0.13,83.51
0.37,83.53
0.37,83.54
0.62,83.55
0.62,83.54
0.50,83.56
0.25,83.56
0.62,83.54
0.50,83.54
0.87,83.57
0.37,83.56
1.12,83.56
0.75,83.57
0.74,83.59
0.25,83.59
0.99,83.56
0.37,83.56
1.11,83.56
0.12,83.56
0.99,83.56
0.62,83.56
1.24,83.54
0.87,83.55
0.98,83.57
0.25,83.57
0.99,83.58
0.62,83.59
0.75,83.58
0.25,83.58
0.74,83.58
0.12,83.58
1.36,83.57
0.75,83.56
0.75,83.55
0.12,83.55
0.50,83.54
0.37,83.54
0.99,83.53
0.12,83.53
0.99,83.54
0.37,83.54
0.87,83.54
0.25,83.54
0.74,83.56
0.12,83.55
0.87,83.56
0.74,83.54
0.62,83.54
0.25,83.54
0.87,83.54
0.25,83.55
0.87,83.55
0.50,83.55
0.74,83.55
0.12,83.55
0.50,83.54
0.99,83.54
1.12,83.56
0.00,83.56
0.37,83.56
0.25,83.56
0.62,83.56
0.37,83.54
0.87,83.56
0.12,83.56
0.87,83.53
0.25,83.54
0.99,83.54
0.12,83.55
0.55,82.04
0.50,82.02
0.37,82.03
0.62,82.01
0.50,82.01
1.00,82.01
0.12,82.00
0.25,81.98
0.12,81.95
1.25,81.94
0.37,81.94
0.87,81.95
0.25,81.95
0.25,81.95
0.75,81.95
0.75,81.95
0.75,81.95
0.62,81.95
0.38,81.92
0.75,81.96
0.37,81.96
0.75,81.97
0.50,81.95
0.50,81.97
0.87,81.96
0.87,81.97
0.12,81.97
1.24,81.96
0.62,81.93
0.75,81.94
0.37,81.93
0.87,81.94
0.37,81.94
0.87,81.94
0.37,81.96
0.87,81.94
0.12,81.95
0.62,81.95
0.25,81.95
1.36,81.93
0.74,81.93
1.00,81.95
0.12,81.95
0.99,81.95
0.37,81.95
0.87,82.00
0.50,82.00
0.75,81.99
0.25,82.01
1.24,81.98
0.54,81.95
0.75,81.95
0.63,81.95
0.74,81.94
1.00,81.93
0.99,81.92
1.49,81.92
0.50,81.92
1.00,81.93
0.13,81.93
1.61,81.92
0.37,81.89
0.74,81.92
0.37,81.93
1.61,81.92
0.12,81.93
1.12,81.93
0.37,81.92
0.75,81.93
0.37,81.91
1.12,81.91
0.50,81.88
0.75,81.87
0.25,81.87
0.88,81.88
0.50,81.90
1.48,81.91
0.74,81.90
1.36,81.90
0.62,81.89
0.99,81.89
0.62,81.91
0.87,81.94
